sentence_id,doc_id,sentence_index,text,vote_type
427329,132157,1,"If this collection contains more than Integer.MAX_VALUE elements, returns Integer.MAX_VALUE.",2
203884,66869,1,"An invocation of this method is equivalent to (but may be more efficient than): getFirstQueuedThread() != Thread.currentThread() && hasQueuedThreads() Note that because cancellations due to interrupts and timeouts may occur at any time, a true return does not guarantee that some other thread will acquire before the current thread.",2
203883,66869,0,Queries whether any threads have been waiting to acquire longer than the current thread.,1
203885,66869,2,"Likewise, it is possible for another thread to win a race to enqueue after this method has returned false, due to the queue being empty.",2
203888,66869,5,"For example, the tryAcquire method for a fair, reentrant, exclusive mode synchronizer might look like this: protected boolean tryAcquire(int arg) { if (isHeldExclusively()) { // A reentrant acquire; increment hold count return true; } else if (hasQueuedPredecessors()) { return false; } else { // try to acquire normally } }",2
203887,66869,4,"Such a synchronizer's tryAcquire(long) method should return false, and its tryAcquireShared(long) method should return a negative value, if this method returns true (unless this is a reentrant acquire).",2
81301,16129,2,"If this Class object represents a class, the return value is an array containing objects representing the uses of interface types to specify interfaces implemented by the class.",2
123414,31078,0,Visits a float value in an annotation.,1
21756,2278,2,"Therefore, methods whose names begin with ""visit"" may be added to this class in the future; to avoid incompatibilities, classes which extend this class should not declare any instance methods with names beginning with ""visit"".",2
70016,11059,0,Creates this toolkit's implementation of Window using the specified peer interface.,1
72662,12351,0,"Returns the next layout, and updates the current position.",1
80226,15554,2,Subclasses that intend to support efficient single-character input should override this method.,2
80224,15554,0,Reads a single character.,1
133997,36009,0,Constructs a ConnectionEvent object initialized with the given PooledConnection object.,1
133998,36009,1,SQLException defaults to null.,2
81303,16129,4,"If this Class object represents an interface, the return value is an array containing objects representing the uses of interface types to specify interfaces directly extended by the interface.",2
7197,468,0,The GridBagLayoutInfo is an utility class for GridBagLayout layout manager.,1
232260,80163,0,Description copied from class: AbstractBorder,0
72490,12264,0,The priority level of this glyph as it is shrinking.,1
65330,9081,5,"For mouse move events the last event is always returned, causing intermediate moves to be discarded.",2
65326,9081,1,This method is called by EventQueue.postEvent if an event with the same ID as the event to be posted is found in the queue (both events must have this component as their source).,2
65325,9081,0,Potentially coalesce an event being posted with an existing event.,1
65328,9081,3,"Either event parameter may be modified and returned, as the other one is discarded unless null is returned.",2
65327,9081,2,"This method either returns a coalesced event which replaces the existing event (and the new event is then discarded), or null to indicate that no combining should be done (add the second event to the end of the queue).",2
22555,2355,0,Thrown when an invalid expression is passed to a method for constructing a query.,1
22556,2355,1,This exception is used internally by JMX during the evaluation of a query.,2
72681,12359,0,Returns the height of the text.,1
100855,23124,2,This is based on the standard definition of a day as 24 hours.,2
65192,9033,0,Determines whether another object is equal to this Color.,1
100853,23124,0,Returns a copy of this duration with the specified duration in standard 24 hour days subtracted.,1
100854,23124,1,The number of days is multiplied by 86400 to obtain the number of seconds to subtract.,2
70212,11116,0,Returns an array of all the mouse-motion listeners registered on this TrayIcon.,1
65367,9102,0,Reports a bound property change.,1
49330,6180,0,An exception class used for signaling run-time failure of reading and writing operations.,1
49333,6180,3,"For example, an IOException while reading from a File would be stored there.",2
6446,406,6,"For security reasons, it is often desirable to use an ActiveEvent to avoid calling untrusted code from a critical thread.",1
6447,406,7,"For instance, peer implementations can use this facility to avoid making calls into user code from a system thread.",1
6442,406,2,This is a very useful mechanism for avoiding deadlocks.,1
6440,406,0,An interface for events that know how to dispatch themselves.,1
6441,406,1,"By implementing this interface an event can be placed upon the event queue and its dispatch() method will be called when the event is dispatched, using the EventDispatchThread.",2
72069,12050,0,Constant for the Don't Convert function key.,1
70158,11098,3,This method is called by components prepareImage methods.,2
70157,11098,2,"The image data is downloaded asynchronously in another thread, and an appropriately scaled screen representation of the image is generated.",2
70156,11098,1,"If the values of the width and height arguments are both -1, this method prepares the image for rendering on the default screen; otherwise, this method prepares an image for rendering on the default screen at the specified width and height.",2
